Sample_ID,Sample Name,Source Plate Barcode,Source Plate Name,Source Well,Destination Plate Barcode,Destination Plate Name,Destination Well,Volume
pY108_RP20_1,pY108_RP20_1,GF0001254,MOTY_OL_001_WorkingWP,D15,GF0001264,GF0001264,A20,25.0
pY108_FP2_1,pY108_FP2_1,GF0001254,MOTY_OL_001_WorkingWP,A3,GF0001264,GF0001264,A21,25.0
pY108_RP1_1,pY108_RP1_1,GF0001254,MOTY_OL_001_WorkingWP,C1,GF0001264,GF0001264,A21,25.0
pY108_FP2_1,pY108_FP2_1,GF0001254,MOTY_OL_001_WorkingWP,A3,GF0001264,GF0001264,A22,25.0
pY108_RP2_1,pY108_RP2_1,GF0001254,MOTY_OL_001_WorkingWP,C3,GF0001264,GF0001264,A22,25.0
pY108_FP2_1,pY108_FP2_1,GF0001254,MOTY_OL_001_WorkingWP,A3,GF0001264,GF0001264,A23,25.0
pY108_RP3_1,pY108_RP3_1,GF0001254,MOTY_OL_001_WorkingWP,C5,GF0001264,GF0001264,A23,25.0
pY108_FP2_1,pY108_FP2_1,GF0001254,MOTY_OL_001_WorkingWP,A3,GF0001264,GF0001264,A24,25.0
pY108_RP4_1,pY108_RP4_1,GF0001254,MOTY_OL_001_WorkingWP,C7,GF0001264,GF0001264,A24,25.0
pY108_FP2_1,pY108_FP2_1,GF0001254,MOTY_OL_001_WorkingWP,A3,GF0001264,GF0001264,B1,25.0
pY108_RP5_1,pY108_RP5_1,GF0001254,MOTY_OL_001_WorkingWP,C9,GF0001264,GF0001264,B1,25.0
pY108_FP2_1,pY108_FP2_1,GF0001254,MOTY_OL_001_WorkingWP,A3,GF0001264,GF0001264,B2,25.0
pY108_RP6_1,pY108_RP6_1,GF0001254,MOTY_OL_001_WorkingWP,C11,GF0001264,GF0001264,B2,25.0
pY108_FP2_1,pY108_FP2_1,GF0001254,MOTY_OL_001_WorkingWP,A3,GF0001264,GF0001264,B3,25.0
pY108_RP7_1,pY108_RP7_1,GF0001254,MOTY_OL_001_WorkingWP,C13,GF0001264,GF0001264,B3,25.0
pY108_FP2_1,pY108_FP2_1,GF0001254,MOTY_OL_001_WorkingWP,A3,GF0001264,GF0001264,B4,25.0
pY108_RP8_1,pY108_RP8_1,GF0001254,MOTY_OL_001_WorkingWP,C15,GF0001264,GF0001264,B4,25.0
pY108_FP2_1,pY108_FP2_1,GF0001254,MOTY_OL_001_WorkingWP,A3,GF0001264,GF0001264,B5,25.0
pY108_RP9_1,pY108_RP9_1,GF0001254,MOTY_OL_001_WorkingWP,C17,GF0001264,GF0001264,B5,25.0
pY108_FP2_1,pY108_FP2_1,GF0001254,MOTY_OL_001_WorkingWP,A3,GF0001264,GF0001264,B6,25.0
pY108_RP10_1,pY108_RP10_1,GF0001254,MOTY_OL_001_WorkingWP,C19,GF0001264,GF0001264,B6,25.0
pY108_FP2_1,pY108_FP2_1,GF0001254,MOTY_OL_001_WorkingWP,A3,GF0001264,GF0001264,B7,25.0
pY108_RP11_1,pY108_RP11_1,GF0001254,MOTY_OL_001_WorkingWP,C21,GF0001264,GF0001264,B7,25.0
pY108_FP2_1,pY108_FP2_1,GF0001254,MOTY_OL_001_WorkingWP,A3,GF0001264,GF0001264,B8,25.0
pY108_RP12_1,pY108_RP12_1,GF0001254,MOTY_OL_001_WorkingWP,C23,GF0001264,GF0001264,B8,25.0
pY108_FP2_1,pY108_FP2_1,GF0001254,MOTY_OL_001_WorkingWP,A3,GF0001264,GF0001264,B9,25.0
pY108_RP13_1,pY108_RP13_1,GF0001254,MOTY_OL_001_WorkingWP,D1,GF0001264,GF0001264,B9,25.0
pY108_FP2_1,pY108_FP2_1,GF0001254,MOTY_OL_001_WorkingWP,A3,GF0001264,GF0001264,B10,25.0
pY108_RP14_1,pY108_RP14_1,GF0001254,MOTY_OL_001_WorkingWP,D3,GF0001264,GF0001264,B10,25.0
pY108_FP2_1,pY108_FP2_1,GF0001254,MOTY_OL_001_WorkingWP,A3,GF0001264,GF0001264,B11,25.0
pY108_RP15_1,pY108_RP15_1,GF0001254,MOTY_OL_001_WorkingWP,D5,GF0001264,GF0001264,B11,25.0
pY108_FP2_1,pY108_FP2_1,GF0001254,MOTY_OL_001_WorkingWP,A3,GF0001264,GF0001264,B12,25.0
pY108_RP16_1,pY108_RP16_1,GF0001254,MOTY_OL_001_WorkingWP,D7,GF0001264,GF0001264,B12,25.0
pY108_FP2_1,pY108_FP2_1,GF0001254,MOTY_OL_001_WorkingWP,A3,GF0001264,GF0001264,B13,25.0
pY108_RP17_1,pY108_RP17_1,GF0001254,MOTY_OL_001_WorkingWP,D9,GF0001264,GF0001264,B13,25.0
pY108_FP2_1,pY108_FP2_1,GF0001254,MOTY_OL_001_WorkingWP,A3,GF0001264,GF0001264,B14,25.0
pY108_RP18_1,pY108_RP18_1,GF0001254,MOTY_OL_001_WorkingWP,D11,GF0001264,GF0001264,B14,25.0
pY108_FP2_1,pY108_FP2_1,GF0001254,MOTY_OL_001_WorkingWP,A3,GF0001264,GF0001264,B15,25.0
pY108_RP19_1,pY108_RP19_1,GF0001254,MOTY_OL_001_WorkingWP,D13,GF0001264,GF0001264,B15,25.0
pY108_FP2_1,pY108_FP2_1,GF0001254,MOTY_OL_001_WorkingWP,A3,GF0001264,GF0001264,B16,25.0
pY108_RP20_1,pY108_RP20_1,GF0001254,MOTY_OL_001_WorkingWP,D15,GF0001264,GF0001264,B16,25.0
pY108_FP3_1,pY108_FP3_1,GF0001254,MOTY_OL_001_WorkingWP,A5,GF0001264,GF0001264,B17,25.0
pY108_RP1_1,pY108_RP1_1,GF0001254,MOTY_OL_001_WorkingWP,C1,GF0001264,GF0001264,B17,25.0
pY108_FP3_1,pY108_FP3_1,GF0001254,MOTY_OL_001_WorkingWP,A5,GF0001264,GF0001264,B18,25.0
pY108_RP2_1,pY108_RP2_1,GF0001254,MOTY_OL_001_WorkingWP,C3,GF0001264,GF0001264,B18,25.0
pY108_FP3_1,pY108_FP3_1,GF0001254,MOTY_OL_001_WorkingWP,A5,GF0001264,GF0001264,B19,25.0
pY108_RP3_1,pY108_RP3_1,GF0001254,MOTY_OL_001_WorkingWP,C5,GF0001264,GF0001264,B19,25.0
pY108_FP3_1,pY108_FP3_1,GF0001254,MOTY_OL_001_WorkingWP,A5,GF0001264,GF0001264,B20,25.0
pY108_RP4_1,pY108_RP4_1,GF0001254,MOTY_OL_001_WorkingWP,C7,GF0001264,GF0001264,B20,25.0
pY108_FP3_1,pY108_FP3_1,GF0001254,MOTY_OL_001_WorkingWP,A5,GF0001264,GF0001264,B21,25.0
pY108_RP5_1,pY108_RP5_1,GF0001254,MOTY_OL_001_WorkingWP,C9,GF0001264,GF0001264,B21,25.0
pY108_FP3_1,pY108_FP3_1,GF0001254,MOTY_OL_001_WorkingWP,A5,GF0001264,GF0001264,B22,25.0
pY108_RP6_1,pY108_RP6_1,GF0001254,MOTY_OL_001_WorkingWP,C11,GF0001264,GF0001264,B22,25.0
pY108_FP3_1,pY108_FP3_1,GF0001254,MOTY_OL_001_WorkingWP,A5,GF0001264,GF0001264,B23,25.0
pY108_RP7_1,pY108_RP7_1,GF0001254,MOTY_OL_001_WorkingWP,C13,GF0001264,GF0001264,B23,25.0
pY108_FP3_1,pY108_FP3_1,GF0001254,MOTY_OL_001_WorkingWP,A5,GF0001264,GF0001264,B24,25.0
pY108_RP8_1,pY108_RP8_1,GF0001254,MOTY_OL_001_WorkingWP,C15,GF0001264,GF0001264,B24,25.0
pY108_FP3_1,pY108_FP3_1,GF0001254,MOTY_OL_001_WorkingWP,A5,GF0001264,GF0001264,C1,25.0
pY108_RP9_1,pY108_RP9_1,GF0001254,MOTY_OL_001_WorkingWP,C17,GF0001264,GF0001264,C1,25.0
pY108_FP3_1,pY108_FP3_1,GF0001254,MOTY_OL_001_WorkingWP,A5,GF0001264,GF0001264,C2,25.0
pY108_RP10_1,pY108_RP10_1,GF0001254,MOTY_OL_001_WorkingWP,C19,GF0001264,GF0001264,C2,25.0
pY108_FP3_1,pY108_FP3_1,GF0001254,MOTY_OL_001_WorkingWP,A5,GF0001264,GF0001264,C3,25.0
pY108_RP11_1,pY108_RP11_1,GF0001254,MOTY_OL_001_WorkingWP,C21,GF0001264,GF0001264,C3,25.0
pY108_FP3_1,pY108_FP3_1,GF0001254,MOTY_OL_001_WorkingWP,A5,GF0001264,GF0001264,C4,25.0
pY108_RP12_1,pY108_RP12_1,GF0001254,MOTY_OL_001_WorkingWP,C23,GF0001264,GF0001264,C4,25.0
pY108_FP3_1,pY108_FP3_1,GF0001254,MOTY_OL_001_WorkingWP,A5,GF0001264,GF0001264,C5,25.0
pY108_RP13_1,pY108_RP13_1,GF0001254,MOTY_OL_001_WorkingWP,D1,GF0001264,GF0001264,C5,25.0
pY108_FP3_1,pY108_FP3_1,GF0001254,MOTY_OL_001_WorkingWP,A5,GF0001264,GF0001264,C6,25.0
pY108_RP14_1,pY108_RP14_1,GF0001254,MOTY_OL_001_WorkingWP,D3,GF0001264,GF0001264,C6,25.0
pY108_FP3_1,pY108_FP3_1,GF0001254,MOTY_OL_001_WorkingWP,A5,GF0001264,GF0001264,C7,25.0
pY108_RP15_1,pY108_RP15_1,GF0001254,MOTY_OL_001_WorkingWP,D5,GF0001264,GF0001264,C7,25.0
pY108_FP3_1,pY108_FP3_1,GF0001254,MOTY_OL_001_WorkingWP,A5,GF0001264,GF0001264,C8,25.0
pY108_RP16_1,pY108_RP16_1,GF0001254,MOTY_OL_001_WorkingWP,D7,GF0001264,GF0001264,C8,25.0
pY108_FP3_1,pY108_FP3_1,GF0001254,MOTY_OL_001_WorkingWP,A5,GF0001264,GF0001264,C9,25.0
pY108_RP17_1,pY108_RP17_1,GF0001254,MOTY_OL_001_WorkingWP,D9,GF0001264,GF0001264,C9,25.0
pY108_FP3_1,pY108_FP3_1,GF0001254,MOTY_OL_001_WorkingWP,A5,GF0001264,GF0001264,C10,25.0
pY108_RP18_1,pY108_RP18_1,GF0001254,MOTY_OL_001_WorkingWP,D11,GF0001264,GF0001264,C10,25.0
pY108_FP3_1,pY108_FP3_1,GF0001254,MOTY_OL_001_WorkingWP,A5,GF0001264,GF0001264,C11,25.0
pY108_RP19_1,pY108_RP19_1,GF0001254,MOTY_OL_001_WorkingWP,D13,GF0001264,GF0001264,C11,25.0
pY108_FP3_1,pY108_FP3_1,GF0001254,MOTY_OL_001_WorkingWP,A5,GF0001264,GF0001264,C12,25.0
pY108_RP20_1,pY108_RP20_1,GF0001254,MOTY_OL_001_WorkingWP,D15,GF0001264,GF0001264,C12,25.0
pY108_FP4_1,pY108_FP4_1,GF0001254,MOTY_OL_001_WorkingWP,A7,GF0001264,GF0001264,C13,25.0
pY108_RP1_1,pY108_RP1_1,GF0001254,MOTY_OL_001_WorkingWP,C1,GF0001264,GF0001264,C13,25.0
pY108_FP4_1,pY108_FP4_1,GF0001254,MOTY_OL_001_WorkingWP,A7,GF0001264,GF0001264,C14,25.0
pY108_RP2_1,pY108_RP2_1,GF0001254,MOTY_OL_001_WorkingWP,C3,GF0001264,GF0001264,C14,25.0
pY108_FP4_1,pY108_FP4_1,GF0001254,MOTY_OL_001_WorkingWP,A7,GF0001264,GF0001264,C15,25.0
pY108_RP3_1,pY108_RP3_1,GF0001254,MOTY_OL_001_WorkingWP,C5,GF0001264,GF0001264,C15,25.0
pY108_FP4_1,pY108_FP4_1,GF0001254,MOTY_OL_001_WorkingWP,A7,GF0001264,GF0001264,C16,25.0
pY108_RP4_1,pY108_RP4_1,GF0001254,MOTY_OL_001_WorkingWP,C7,GF0001264,GF0001264,C16,25.0
pY108_FP4_1,pY108_FP4_1,GF0001254,MOTY_OL_001_WorkingWP,A7,GF0001264,GF0001264,C17,25.0
pY108_RP5_1,pY108_RP5_1,GF0001254,MOTY_OL_001_WorkingWP,C9,GF0001264,GF0001264,C17,25.0
pY108_FP4_1,pY108_FP4_1,GF0001254,MOTY_OL_001_WorkingWP,A7,GF0001264,GF0001264,C18,25.0
pY108_RP6_1,pY108_RP6_1,GF0001254,MOTY_OL_001_WorkingWP,C11,GF0001264,GF0001264,C18,25.0
pY108_FP4_1,pY108_FP4_1,GF0001254,MOTY_OL_001_WorkingWP,A7,GF0001264,GF0001264,C19,25.0
pY108_RP7_1,pY108_RP7_1,GF0001254,MOTY_OL_001_WorkingWP,C13,GF0001264,GF0001264,C19,25.0
pY108_FP4_1,pY108_FP4_1,GF0001254,MOTY_OL_001_WorkingWP,A7,GF0001264,GF0001264,C20,25.0
pY108_RP8_1,pY108_RP8_1,GF0001254,MOTY_OL_001_WorkingWP,C15,GF0001264,GF0001264,C20,25.0
pY108_FP4_1,pY108_FP4_1,GF0001254,MOTY_OL_001_WorkingWP,A7,GF0001264,GF0001264,C21,25.0
pY108_RP9_1,pY108_RP9_1,GF0001254,MOTY_OL_001_WorkingWP,C17,GF0001264,GF0001264,C21,25.0
pY108_FP4_1,pY108_FP4_1,GF0001254,MOTY_OL_001_WorkingWP,A7,GF0001264,GF0001264,C22,25.0
pY108_RP10_1,pY108_RP10_1,GF0001254,MOTY_OL_001_WorkingWP,C19,GF0001264,GF0001264,C22,25.0
pY108_FP4_1,pY108_FP4_1,GF0001254,MOTY_OL_001_WorkingWP,A7,GF0001264,GF0001264,C23,25.0
pY108_RP11_1,pY108_RP11_1,GF0001254,MOTY_OL_001_WorkingWP,C21,GF0001264,GF0001264,C23,25.0
pY108_FP4_1,pY108_FP4_1,GF0001254,MOTY_OL_001_WorkingWP,A7,GF0001264,GF0001264,C24,25.0
pY108_RP12_1,pY108_RP12_1,GF0001254,MOTY_OL_001_WorkingWP,C23,GF0001264,GF0001264,C24,25.0
pY108_FP4_1,pY108_FP4_1,GF0001254,MOTY_OL_001_WorkingWP,A7,GF0001264,GF0001264,D1,25.0
pY108_RP13_1,pY108_RP13_1,GF0001254,MOTY_OL_001_WorkingWP,D1,GF0001264,GF0001264,D1,25.0
pY108_FP4_1,pY108_FP4_1,GF0001254,MOTY_OL_001_WorkingWP,A7,GF0001264,GF0001264,D2,25.0
pY108_RP14_1,pY108_RP14_1,GF0001254,MOTY_OL_001_WorkingWP,D3,GF0001264,GF0001264,D2,25.0
pY108_FP4_1,pY108_FP4_1,GF0001254,MOTY_OL_001_WorkingWP,A7,GF0001264,GF0001264,D3,25.0
pY108_RP15_1,pY108_RP15_1,GF0001254,MOTY_OL_001_WorkingWP,D5,GF0001264,GF0001264,D3,25.0
pY108_FP4_1,pY108_FP4_1,GF0001254,MOTY_OL_001_WorkingWP,A7,GF0001264,GF0001264,D4,25.0
pY108_RP16_1,pY108_RP16_1,GF0001254,MOTY_OL_001_WorkingWP,D7,GF0001264,GF0001264,D4,25.0
pY108_FP4_1,pY108_FP4_1,GF0001254,MOTY_OL_001_WorkingWP,A7,GF0001264,GF0001264,D5,25.0
pY108_RP17_1,pY108_RP17_1,GF0001254,MOTY_OL_001_WorkingWP,D9,GF0001264,GF0001264,D5,25.0
pY108_FP4_1,pY108_FP4_1,GF0001254,MOTY_OL_001_WorkingWP,A7,GF0001264,GF0001264,D6,25.0
pY108_RP18_1,pY108_RP18_1,GF0001254,MOTY_OL_001_WorkingWP,D11,GF0001264,GF0001264,D6,25.0
pY108_FP4_1,pY108_FP4_1,GF0001254,MOTY_OL_001_WorkingWP,A7,GF0001264,GF0001264,D7,25.0
pY108_RP19_1,pY108_RP19_1,GF0001254,MOTY_OL_001_WorkingWP,D13,GF0001264,GF0001264,D7,25.0
pY108_FP4_1,pY108_FP4_1,GF0001254,MOTY_OL_001_WorkingWP,A7,GF0001264,GF0001264,D8,25.0
pY108_RP20_1,pY108_RP20_1,GF0001254,MOTY_OL_001_WorkingWP,D15,GF0001264,GF0001264,D8,25.0
pY108_FP5_1,pY108_FP5_1,GF0001254,MOTY_OL_001_WorkingWP,A9,GF0001264,GF0001264,D9,25.0
pY108_RP1_1,pY108_RP1_1,GF0001254,MOTY_OL_001_WorkingWP,C1,GF0001264,GF0001264,D9,25.0
pY108_FP5_1,pY108_FP5_1,GF0001254,MOTY_OL_001_WorkingWP,A9,GF0001264,GF0001264,D10,25.0
pY108_RP2_1,pY108_RP2_1,GF0001254,MOTY_OL_001_WorkingWP,C3,GF0001264,GF0001264,D10,25.0
pY108_FP5_1,pY108_FP5_1,GF0001254,MOTY_OL_001_WorkingWP,A9,GF0001264,GF0001264,D11,25.0
pY108_RP3_1,pY108_RP3_1,GF0001254,MOTY_OL_001_WorkingWP,C5,GF0001264,GF0001264,D11,25.0
pY108_FP5_1,pY108_FP5_1,GF0001254,MOTY_OL_001_WorkingWP,A9,GF0001264,GF0001264,D12,25.0
pY108_RP4_1,pY108_RP4_1,GF0001254,MOTY_OL_001_WorkingWP,C7,GF0001264,GF0001264,D12,25.0
pY108_FP5_1,pY108_FP5_1,GF0001254,MOTY_OL_001_WorkingWP,A9,GF0001264,GF0001264,D13,25.0
pY108_RP5_1,pY108_RP5_1,GF0001254,MOTY_OL_001_WorkingWP,C9,GF0001264,GF0001264,D13,25.0
pY108_FP5_1,pY108_FP5_1,GF0001254,MOTY_OL_001_WorkingWP,A9,GF0001264,GF0001264,D14,25.0
pY108_RP6_1,pY108_RP6_1,GF0001254,MOTY_OL_001_WorkingWP,C11,GF0001264,GF0001264,D14,25.0
pY108_FP5_1,pY108_FP5_1,GF0001254,MOTY_OL_001_WorkingWP,A9,GF0001264,GF0001264,D15,25.0
pY108_RP7_1,pY108_RP7_1,GF0001254,MOTY_OL_001_WorkingWP,C13,GF0001264,GF0001264,D15,25.0
pY108_FP5_1,pY108_FP5_1,GF0001254,MOTY_OL_001_WorkingWP,A9,GF0001264,GF0001264,D16,25.0
pY108_RP8_1,pY108_RP8_1,GF0001254,MOTY_OL_001_WorkingWP,C15,GF0001264,GF0001264,D16,25.0
pY108_FP5_1,pY108_FP5_1,GF0001254,MOTY_OL_001_WorkingWP,A9,GF0001264,GF0001264,D17,25.0
pY108_RP9_1,pY108_RP9_1,GF0001254,MOTY_OL_001_WorkingWP,C17,GF0001264,GF0001264,D17,25.0
pY108_FP5_1,pY108_FP5_1,GF0001254,MOTY_OL_001_WorkingWP,A9,GF0001264,GF0001264,D18,25.0
pY108_RP10_1,pY108_RP10_1,GF0001254,MOTY_OL_001_WorkingWP,C19,GF0001264,GF0001264,D18,25.0
pY108_FP5_1,pY108_FP5_1,GF0001254,MOTY_OL_001_WorkingWP,A9,GF0001264,GF0001264,D19,25.0
pY108_RP11_1,pY108_RP11_1,GF0001254,MOTY_OL_001_WorkingWP,C21,GF0001264,GF0001264,D19,25.0
pY108_FP5_1,pY108_FP5_1,GF0001254,MOTY_OL_001_WorkingWP,A9,GF0001264,GF0001264,D20,25.0
pY108_RP12_1,pY108_RP12_1,GF0001254,MOTY_OL_001_WorkingWP,C23,GF0001264,GF0001264,D20,25.0
pY108_FP5_1,pY108_FP5_1,GF0001254,MOTY_OL_001_WorkingWP,A9,GF0001264,GF0001264,D21,25.0
pY108_RP13_1,pY108_RP13_1,GF0001254,MOTY_OL_001_WorkingWP,D1,GF0001264,GF0001264,D21,25.0
pY108_FP5_1,pY108_FP5_1,GF0001254,MOTY_OL_001_WorkingWP,A9,GF0001264,GF0001264,D22,25.0
pY108_RP14_1,pY108_RP14_1,GF0001254,MOTY_OL_001_WorkingWP,D3,GF0001264,GF0001264,D22,25.0
pY108_FP5_1,pY108_FP5_1,GF0001254,MOTY_OL_001_WorkingWP,A9,GF0001264,GF0001264,D23,25.0
pY108_RP15_1,pY108_RP15_1,GF0001254,MOTY_OL_001_WorkingWP,D5,GF0001264,GF0001264,D23,25.0
pY108_FP5_1,pY108_FP5_1,GF0001254,MOTY_OL_001_WorkingWP,A9,GF0001264,GF0001264,D24,25.0
pY108_RP16_1,pY108_RP16_1,GF0001254,MOTY_OL_001_WorkingWP,D7,GF0001264,GF0001264,D24,25.0
pY108_FP5_1,pY108_FP5_1,GF0001254,MOTY_OL_001_WorkingWP,A9,GF0001264,GF0001264,E1,25.0
pY108_RP17_1,pY108_RP17_1,GF0001254,MOTY_OL_001_WorkingWP,D9,GF0001264,GF0001264,E1,25.0
pY108_FP5_1,pY108_FP5_1,GF0001254,MOTY_OL_001_WorkingWP,A9,GF0001264,GF0001264,E2,25.0
pY108_RP18_1,pY108_RP18_1,GF0001254,MOTY_OL_001_WorkingWP,D11,GF0001264,GF0001264,E2,25.0
pY108_FP5_1,pY108_FP5_1,GF0001254,MOTY_OL_001_WorkingWP,A9,GF0001264,GF0001264,E3,25.0
pY108_RP19_1,pY108_RP19_1,GF0001254,MOTY_OL_001_WorkingWP,D13,GF0001264,GF0001264,E3,25.0
pY108_FP5_1,pY108_FP5_1,GF0001254,MOTY_OL_001_WorkingWP,A9,GF0001264,GF0001264,E4,25.0
pY108_RP20_1,pY108_RP20_1,GF0001254,MOTY_OL_001_WorkingWP,D15,GF0001264,GF0001264,E4,25.0
pY108_FP6_1,pY108_FP6_1,GF0001254,MOTY_OL_001_WorkingWP,A11,GF0001264,GF0001264,E5,25.0
pY108_RP1_1,pY108_RP1_1,GF0001254,MOTY_OL_001_WorkingWP,C1,GF0001264,GF0001264,E5,25.0
pY108_FP6_1,pY108_FP6_1,GF0001254,MOTY_OL_001_WorkingWP,A11,GF0001264,GF0001264,E6,25.0
pY108_RP2_1,pY108_RP2_1,GF0001254,MOTY_OL_001_WorkingWP,C3,GF0001264,GF0001264,E6,25.0
pY108_FP6_1,pY108_FP6_1,GF0001254,MOTY_OL_001_WorkingWP,A11,GF0001264,GF0001264,E7,25.0
pY108_RP3_1,pY108_RP3_1,GF0001254,MOTY_OL_001_WorkingWP,C5,GF0001264,GF0001264,E7,25.0
pY108_FP6_1,pY108_FP6_1,GF0001254,MOTY_OL_001_WorkingWP,A11,GF0001264,GF0001264,E8,25.0
pY108_RP4_1,pY108_RP4_1,GF0001254,MOTY_OL_001_WorkingWP,C7,GF0001264,GF0001264,E8,25.0
pY108_FP6_1,pY108_FP6_1,GF0001254,MOTY_OL_001_WorkingWP,A11,GF0001264,GF0001264,E9,25.0
pY108_RP5_1,pY108_RP5_1,GF0001254,MOTY_OL_001_WorkingWP,C9,GF0001264,GF0001264,E9,25.0
pY108_FP6_1,pY108_FP6_1,GF0001254,MOTY_OL_001_WorkingWP,A11,GF0001264,GF0001264,E10,25.0
pY108_RP6_1,pY108_RP6_1,GF0001254,MOTY_OL_001_WorkingWP,C11,GF0001264,GF0001264,E10,25.0
pY108_FP6_1,pY108_FP6_1,GF0001254,MOTY_OL_001_WorkingWP,A11,GF0001264,GF0001264,E11,25.0
pY108_RP7_1,pY108_RP7_1,GF0001254,MOTY_OL_001_WorkingWP,C13,GF0001264,GF0001264,E11,25.0
pY108_FP6_1,pY108_FP6_1,GF0001254,MOTY_OL_001_WorkingWP,A11,GF0001264,GF0001264,E12,25.0
pY108_RP8_1,pY108_RP8_1,GF0001254,MOTY_OL_001_WorkingWP,C15,GF0001264,GF0001264,E12,25.0
pY108_FP6_1,pY108_FP6_1,GF0001254,MOTY_OL_001_WorkingWP,A11,GF0001264,GF0001264,E13,25.0
pY108_RP9_1,pY108_RP9_1,GF0001254,MOTY_OL_001_WorkingWP,C17,GF0001264,GF0001264,E13,25.0
pY108_FP6_1,pY108_FP6_1,GF0001254,MOTY_OL_001_WorkingWP,A11,GF0001264,GF0001264,E14,25.0
pY108_RP10_1,pY108_RP10_1,GF0001254,MOTY_OL_001_WorkingWP,C19,GF0001264,GF0001264,E14,25.0
pY108_FP6_1,pY108_FP6_1,GF0001254,MOTY_OL_001_WorkingWP,A11,GF0001264,GF0001264,E15,25.0
pY108_RP11_1,pY108_RP11_1,GF0001254,MOTY_OL_001_WorkingWP,C21,GF0001264,GF0001264,E15,25.0
pY108_FP6_1,pY108_FP6_1,GF0001254,MOTY_OL_001_WorkingWP,A11,GF0001264,GF0001264,E16,25.0
pY108_RP12_1,pY108_RP12_1,GF0001254,MOTY_OL_001_WorkingWP,C23,GF0001264,GF0001264,E16,25.0
pY108_FP6_1,pY108_FP6_1,GF0001254,MOTY_OL_001_WorkingWP,A11,GF0001264,GF0001264,E17,25.0
pY108_RP13_1,pY108_RP13_1,GF0001254,MOTY_OL_001_WorkingWP,D1,GF0001264,GF0001264,E17,25.0
pY108_FP6_1,pY108_FP6_1,GF0001254,MOTY_OL_001_WorkingWP,A11,GF0001264,GF0001264,E18,25.0
pY108_RP14_1,pY108_RP14_1,GF0001254,MOTY_OL_001_WorkingWP,D3,GF0001264,GF0001264,E18,25.0
pY108_FP6_1,pY108_FP6_1,GF0001254,MOTY_OL_001_WorkingWP,A11,GF0001264,GF0001264,E19,25.0
pY108_RP15_1,pY108_RP15_1,GF0001254,MOTY_OL_001_WorkingWP,D5,GF0001264,GF0001264,E19,25.0
pY108_FP6_1,pY108_FP6_1,GF0001254,MOTY_OL_001_WorkingWP,A11,GF0001264,GF0001264,E20,25.0
pY108_RP16_1,pY108_RP16_1,GF0001254,MOTY_OL_001_WorkingWP,D7,GF0001264,GF0001264,E20,25.0
pY108_FP6_1,pY108_FP6_1,GF0001254,MOTY_OL_001_WorkingWP,A11,GF0001264,GF0001264,E21,25.0
pY108_RP17_1,pY108_RP17_1,GF0001254,MOTY_OL_001_WorkingWP,D9,GF0001264,GF0001264,E21,25.0
pY108_FP6_1,pY108_FP6_1,GF0001254,MOTY_OL_001_WorkingWP,A11,GF0001264,GF0001264,E22,25.0
pY108_RP18_1,pY108_RP18_1,GF0001254,MOTY_OL_001_WorkingWP,D11,GF0001264,GF0001264,E22,25.0
pY108_FP6_1,pY108_FP6_1,GF0001254,MOTY_OL_001_WorkingWP,A11,GF0001264,GF0001264,E23,25.0
pY108_RP19_1,pY108_RP19_1,GF0001254,MOTY_OL_001_WorkingWP,D13,GF0001264,GF0001264,E23,25.0
pY108_FP6_1,pY108_FP6_1,GF0001254,MOTY_OL_001_WorkingWP,A11,GF0001264,GF0001264,E24,25.0
pY108_RP20_1,pY108_RP20_1,GF0001254,MOTY_OL_001_WorkingWP,D15,GF0001264,GF0001264,E24,25.0
pY108_FP7_1,pY108_FP7_1,GF0001254,MOTY_OL_001_WorkingWP,A13,GF0001264,GF0001264,F1,25.0
pY108_RP1_1,pY108_RP1_1,GF0001254,MOTY_OL_001_WorkingWP,C1,GF0001264,GF0001264,F1,25.0
pY108_FP7_1,pY108_FP7_1,GF0001254,MOTY_OL_001_WorkingWP,A13,GF0001264,GF0001264,F2,25.0
pY108_RP2_1,pY108_RP2_1,GF0001254,MOTY_OL_001_WorkingWP,C3,GF0001264,GF0001264,F2,25.0
pY108_FP7_1,pY108_FP7_1,GF0001254,MOTY_OL_001_WorkingWP,A13,GF0001264,GF0001264,F3,25.0
pY108_RP3_1,pY108_RP3_1,GF0001254,MOTY_OL_001_WorkingWP,C5,GF0001264,GF0001264,F3,25.0
pY108_FP7_1,pY108_FP7_1,GF0001254,MOTY_OL_001_WorkingWP,A13,GF0001264,GF0001264,F4,25.0
pY108_RP4_1,pY108_RP4_1,GF0001254,MOTY_OL_001_WorkingWP,C7,GF0001264,GF0001264,F4,25.0
pY108_FP7_1,pY108_FP7_1,GF0001254,MOTY_OL_001_WorkingWP,A13,GF0001264,GF0001264,F5,25.0
pY108_RP5_1,pY108_RP5_1,GF0001254,MOTY_OL_001_WorkingWP,C9,GF0001264,GF0001264,F5,25.0
pY108_FP7_1,pY108_FP7_1,GF0001254,MOTY_OL_001_WorkingWP,A13,GF0001264,GF0001264,F6,25.0
pY108_RP6_1,pY108_RP6_1,GF0001254,MOTY_OL_001_WorkingWP,C11,GF0001264,GF0001264,F6,25.0
pY108_FP7_1,pY108_FP7_1,GF0001254,MOTY_OL_001_WorkingWP,A13,GF0001264,GF0001264,F7,25.0
